id,City,Title,Rating,Reviews,Description,Tips,Address,Timings,Ticket Price
141,Cairo,Great Pyramids of Giza - Section 8,4.8,150000,"The last surviving wonder of the ancient world, these iconic pyramids date back to 2560 BC.",Combine with nearby attractions for a full day trip,"Al Haram, Nazlet El-Semman, Al Giza Desert, Giza",08:00-17:00,240.0
142,Cairo,The Sphinx - Section 8,4.7,140000,"A colossal limestone statue with the body of a lion and a human head, guarding the Giza plateau.",Arrive early to avoid crowds and heat,"Al Haram, Giza",08:00-17:00,240.0
143,Cairo,Egyptian Museum - Section 8,4.6,85000,Home to the world's largest collection of ancient Egyptian antiquities including Tutankhamun's treasures.,Arrive early to avoid crowds and heat,"Tahrir Square, Downtown Cairo",09:00-19:00,200.0
144,Cairo,Grand Egyptian Museum - Section 8,4.9,50000,"The world's largest archaeological museum dedicated to one civilization, opening near the Pyramids.",Hire a local guide for the best experience,Giza Plateau,09:00-21:00,350.0
145,Cairo,Khan El Khalili - Section 8,4.5,95000,A historic bazaar and one of the oldest markets in the Middle East dating back to the 14th century.,Check opening hours before visiting,"El-Gamaleya, Islamic Cairo",09:00-23:00,
146,Cairo,Al-Azhar Mosque - Section 8,4.6,40000,"One of the oldest and most prestigious mosques in the Islamic world, founded in 970 AD.",Visit during sunset for the best photos,Islamic Cairo,09:00-17:00,
147,Cairo,Citadel of Saladin - Section 8,4.7,60000,A medieval Islamic fortification with stunning views and the magnificent Muhammad Ali Mosque.,Visit during sunset for the best photos,"Salah Salem St, Cairo",08:00-17:00,180.0
148,Cairo,Muhammad Ali Mosque - Section 8,4.7,55000,"An Ottoman-style mosque known as the Alabaster Mosque, dominating Cairo's skyline.",Hire a local guide for the best experience,"Citadel of Saladin, Cairo",08:00-17:00,180.0
149,Cairo,Coptic Cairo - Section 8,4.4,30000,"Home to the Hanging Church, Ben Ezra Synagogue, and the Coptic Museum.",Wear comfortable walking shoes,Old Cairo,09:00-17:00,100.0
150,Cairo,Hanging Church - Section 8,4.5,25000,"One of the oldest churches in Egypt, built on top of the southern gatehouse of the Roman Babylon Fortress.",Combine with nearby attractions for a full day trip,Coptic Cairo,09:00-16:00,50.0
151,Cairo,Al-Azhar Park - Section 8,4.3,20000,"A stunning public park with gardens, fountains, and views over Islamic Cairo.",Book tickets online in advance,"Salah Salem St, Cairo",09:00-23:00,30.0
152,Cairo,Islamic Cairo - Section 8,4.5,35000,"A historic area with medieval architecture, mosques, and madrasas from the Fatimid era.",Bring water and sun protection,Islamic Cairo District,Open 24 hours,
153,Cairo,Saqqara - Section 8,4.6,20000,"The vast ancient burial ground serving as the necropolis for Memphis, featuring the Step Pyramid.",Check opening hours before visiting,"Saqqara, Giza",08:00-17:00,150.0
154,Cairo,Dahshur - Section 8,4.4,10000,"Home to the Bent Pyramid and the Red Pyramid, early experiments in pyramid construction.",Visit during sunset for the best photos,"Dahshur, Giza",08:00-17:00,100.0
155,Cairo,Memphis - Section 8,4.2,8000,The ancient capital of Egypt with the colossal statue of Ramses II.,Check opening hours before visiting,"Mit Rahina, Giza",08:00-17:00,80.0
156,Cairo,El Moez Street - Section 8,4.6,45000,A historic street in Islamic Cairo with the greatest concentration of medieval architectural treasures.,Book tickets online in advance,Islamic Cairo,Open 24 hours,
157,Cairo,Cairo Tower - Section 8,4.3,30000,A free-standing concrete tower offering panoramic views of Cairo and the Nile.,Combine with nearby attractions for a full day trip,"Zamalek, Cairo",09:00-00:00,150.0
158,Cairo,Nilometer - Section 8,4.1,5000,An ancient structure for measuring the Nile's clarity and water level during the annual flood season.,Bring water and sun protection,"Rhoda Island, Cairo",09:00-17:00,40.0
159,Alexandria,Bibliotheca Alexandrina - Section 1,4.7,50000,A major library and cultural center commemorating the ancient Library of Alexandria.,Visit during sunset for the best photos,"El Shatby, Alexandria",09:00-21:00,100.0
160,Alexandria,Citadel of Qaitbay - Section 1,4.6,40000,A 15th-century fortress built on the site of the ancient Lighthouse of Alexandria.,Arrive early to avoid crowds and heat,"Eastern Harbor, Alexandria",09:00-18:00,80.0
161,Alexandria,Montaza Palace - Section 1,4.5,35000,A royal palace with extensive gardens overlooking the Mediterranean Sea.,Visit during sunset for the best photos,"Montaza, Alexandria",09:00-22:00,50.0
162,Alexandria,Catacombs of Kom El Shoqafa - Section 1,4.5,25000,"One of the Seven Wonders of the Middle Ages, a multi-level Roman burial complex.",Bring water and sun protection,"Karmuz, Alexandria",09:00-17:00,80.0
163,Alexandria,Pompey's Pillar - Section 1,4.3,15000,A Roman triumphal column and the largest monument of its kind in Alexandria.,Wear comfortable walking shoes,"Kom El Deka, Alexandria",09:00-17:00,60.0
164,Alexandria,Roman Amphitheatre - Section 1,4.4,18000,A well-preserved Roman theater with marble galleries and mosaic floors.,Book tickets online in advance,"Kom El Deka, Alexandria",09:00-17:00,80.0
165,Alexandria,Alexandria National Museum - Section 1,4.3,20000,A museum showcasing Egyptian artifacts from Pharaonic to modern times.,Check opening hours before visiting,"Saad Zaghloul St, Alexandria",09:00-17:00,60.0
166,Alexandria,Stanley Bridge - Section 1,4.2,30000,An iconic bridge and beach area popular for evening walks and photos.,Wear comfortable walking shoes,"Stanley, Alexandria",Open 24 hours,
167,Alexandria,Gardens of Montaza - Section 1,4.4,22000,Beautiful landscaped gardens with palm trees and Mediterranean views.,Arrive early to avoid crowds and heat,"Montaza, Alexandria",08:00-22:00,30.0
168,Alexandria,El Mursi Abul Abbas Mosque - Section 1,4.5,15000,One of the most important and beautiful mosques in Alexandria.,Bring water and sun protection,"Anfoushi, Alexandria",Open 24 hours,
169,Alexandria,Bibliotheca Alexandrina - Section 2,4.7,50000,A major library and cultural center commemorating the ancient Library of Alexandria.,Combine with nearby attractions for a full day trip,"El Shatby, Alexandria",09:00-21:00,100.0
170,Alexandria,Citadel of Qaitbay - Section 2,4.6,40000,A 15th-century fortress built on the site of the ancient Lighthouse of Alexandria.,Wear comfortable walking shoes,"Eastern Harbor, Alexandria",09:00-18:00,80.0
171,Alexandria,Montaza Palace - Section 2,4.5,35000,A royal palace with extensive gardens overlooking the Mediterranean Sea.,Bring water and sun protection,"Montaza, Alexandria",09:00-22:00,50.0
172,Alexandria,Catacombs of Kom El Shoqafa - Section 2,4.5,25000,"One of the Seven Wonders of the Middle Ages, a multi-level Roman burial complex.",Visit during sunset for the best photos,"Karmuz, Alexandria",09:00-17:00,80.0
173,Alexandria,Pompey's Pillar - Section 2,4.3,15000,A Roman triumphal column and the largest monument of its kind in Alexandria.,Check opening hours before visiting,"Kom El Deka, Alexandria",09:00-17:00,60.0
174,Alexandria,Roman Amphitheatre - Section 2,4.4,18000,A well-preserved Roman theater with marble galleries and mosaic floors.,Combine with nearby attractions for a full day trip,"Kom El Deka, Alexandria",09:00-17:00,80.0
175,Alexandria,Alexandria National Museum - Section 2,4.3,20000,A museum showcasing Egyptian artifacts from Pharaonic to modern times.,Hire a local guide for the best experience,"Saad Zaghloul St, Alexandria",09:00-17:00,60.0
176,Alexandria,Stanley Bridge - Section 2,4.2,30000,An iconic bridge and beach area popular for evening walks and photos.,Hire a local guide for the best experience,"Stanley, Alexandria",Open 24 hours,
177,Alexandria,Gardens of Montaza - Section 2,4.4,22000,Beautiful landscaped gardens with palm trees and Mediterranean views.,Wear comfortable walking shoes,"Montaza, Alexandria",08:00-22:00,30.0
178,Alexandria,El Mursi Abul Abbas Mosque - Section 2,4.5,15000,One of the most important and beautiful mosques in Alexandria.,Arrive early to avoid crowds and heat,"Anfoushi, Alexandria",Open 24 hours,
179,Alexandria,Bibliotheca Alexandrina - Section 3,4.7,50000,A major library and cultural center commemorating the ancient Library of Alexandria.,Bring water and sun protection,"El Shatby, Alexandria",09:00-21:00,100.0
180,Alexandria,Citadel of Qaitbay - Section 3,4.6,40000,A 15th-century fortress built on the site of the ancient Lighthouse of Alexandria.,Book tickets online in advance,"Eastern Harbor, Alexandria",09:00-18:00,80.0
181,Alexandria,Montaza Palace - Section 3,4.5,35000,A royal palace with extensive gardens overlooking the Mediterranean Sea.,Arrive early to avoid crowds and heat,"Montaza, Alexandria",09:00-22:00,50.0
182,Alexandria,Catacombs of Kom El Shoqafa - Section 3,4.5,25000,"One of the Seven Wonders of the Middle Ages, a multi-level Roman burial complex.",Combine with nearby attractions for a full day trip,"Karmuz, Alexandria",09:00-17:00,80.0
183,Alexandria,Pompey's Pillar - Section 3,4.3,15000,A Roman triumphal column and the largest monument of its kind in Alexandria.,Wear comfortable walking shoes,"Kom El Deka, Alexandria",09:00-17:00,60.0
184,Alexandria,Roman Amphitheatre - Section 3,4.4,18000,A well-preserved Roman theater with marble galleries and mosaic floors.,Arrive early to avoid crowds and heat,"Kom El Deka, Alexandria",09:00-17:00,80.0
185,Alexandria,Alexandria National Museum - Section 3,4.3,20000,A museum showcasing Egyptian artifacts from Pharaonic to modern times.,Wear comfortable walking shoes,"Saad Zaghloul St, Alexandria",09:00-17:00,60.0
186,Alexandria,Stanley Bridge - Section 3,4.2,30000,An iconic bridge and beach area popular for evening walks and photos.,Visit during sunset for the best photos,"Stanley, Alexandria",Open 24 hours,
187,Alexandria,Gardens of Montaza - Section 3,4.4,22000,Beautiful landscaped gardens with palm trees and Mediterranean views.,Combine with nearby attractions for a full day trip,"Montaza, Alexandria",08:00-22:00,30.0
188,Alexandria,El Mursi Abul Abbas Mosque - Section 3,4.5,15000,One of the most important and beautiful mosques in Alexandria.,Check opening hours before visiting,"Anfoushi, Alexandria",Open 24 hours,
189,Alexandria,Bibliotheca Alexandrina - Section 4,4.7,50000,A major library and cultural center commemorating the ancient Library of Alexandria.,Book tickets online in advance,"El Shatby, Alexandria",09:00-21:00,100.0
190,Alexandria,Citadel of Qaitbay - Section 4,4.6,40000,A 15th-century fortress built on the site of the ancient Lighthouse of Alexandria.,Bring water and sun protection,"Eastern Harbor, Alexandria",09:00-18:00,80.0
191,Alexandria,Montaza Palace - Section 4,4.5,35000,A royal palace with extensive gardens overlooking the Mediterranean Sea.,Combine with nearby attractions for a full day trip,"Montaza, Alexandria",09:00-22:00,50.0
192,Alexandria,Catacombs of Kom El Shoqafa - Section 4,4.5,25000,"One of the Seven Wonders of the Middle Ages, a multi-level Roman burial complex.",Bring water and sun protection,"Karmuz, Alexandria",09:00-17:00,80.0
193,Alexandria,Pompey's Pillar - Section 4,4.3,15000,A Roman triumphal column and the largest monument of its kind in Alexandria.,Bring water and sun protection,"Kom El Deka, Alexandria",09:00-17:00,60.0
194,Alexandria,Roman Amphitheatre - Section 4,4.4,18000,A well-preserved Roman theater with marble galleries and mosaic floors.,Arrive early to avoid crowds and heat,"Kom El Deka, Alexandria",09:00-17:00,80.0
195,Alexandria,Alexandria National Museum - Section 4,4.3,20000,A museum showcasing Egyptian artifacts from Pharaonic to modern times.,Visit during sunset for the best photos,"Saad Zaghloul St, Alexandria",09:00-17:00,60.0
196,Alexandria,Stanley Bridge - Section 4,4.2,30000,An iconic bridge and beach area popular for evening walks and photos.,Arrive early to avoid crowds and heat,"Stanley, Alexandria",Open 24 hours,
197,Alexandria,Gardens of Montaza - Section 4,4.4,22000,Beautiful landscaped gardens with palm trees and Mediterranean views.,Hire a local guide for the best experience,"Montaza, Alexandria",08:00-22:00,30.0
198,Alexandria,El Mursi Abul Abbas Mosque - Section 4,4.5,15000,One of the most important and beautiful mosques in Alexandria.,Hire a local guide for the best experience,"Anfoushi, Alexandria",Open 24 hours,
199,Alexandria,Bibliotheca Alexandrina - Section 5,4.7,50000,A major library and cultural center commemorating the ancient Library of Alexandria.,Bring water and sun protection,"El Shatby, Alexandria",09:00-21:00,100.0
200,Alexandria,Citadel of Qaitbay - Section 5,4.6,40000,A 15th-century fortress built on the site of the ancient Lighthouse of Alexandria.,Visit during sunset for the best photos,"Eastern Harbor, Alexandria",09:00-18:00,80.0
201,Alexandria,Montaza Palace - Section 5,4.5,35000,A royal palace with extensive gardens overlooking the Mediterranean Sea.,Combine with nearby attractions for a full day trip,"Montaza, Alexandria",09:00-22:00,50.0
202,Alexandria,Catacombs of Kom El Shoqafa - Section 5,4.5,25000,"One of the Seven Wonders of the Middle Ages, a multi-level Roman burial complex.",Bring water and sun protection,"Karmuz, Alexandria",09:00-17:00,80.0
203,Alexandria,Pompey's Pillar - Section 5,4.3,15000,A Roman triumphal column and the largest monument of its kind in Alexandria.,Combine with nearby attractions for a full day trip,"Kom El Deka, Alexandria",09:00-17:00,60.0
204,Alexandria,Roman Amphitheatre - Section 5,4.4,18000,A well-preserved Roman theater with marble galleries and mosaic floors.,Bring water and sun protection,"Kom El Deka, Alexandria",09:00-17:00,80.0
205,Alexandria,Alexandria National Museum - Section 5,4.3,20000,A museum showcasing Egyptian artifacts from Pharaonic to modern times.,Check opening hours before visiting,"Saad Zaghloul St, Alexandria",09:00-17:00,60.0
206,Alexandria,Stanley Bridge - Section 5,4.2,30000,An iconic bridge and beach area popular for evening walks and photos.,Arrive early to avoid crowds and heat,"Stanley, Alexandria",Open 24 hours,
207,Alexandria,Gardens of Montaza - Section 5,4.4,22000,Beautiful landscaped gardens with palm trees and Mediterranean views.,Check opening hours before visiting,"Montaza, Alexandria",08:00-22:00,30.0
208,Alexandria,El Mursi Abul Abbas Mosque - Section 5,4.5,15000,One of the most important and beautiful mosques in Alexandria.,Bring water and sun protection,"Anfoushi, Alexandria",Open 24 hours,
209,Alexandria,Bibliotheca Alexandrina - Section 6,4.7,50000,A major library and cultural center commemorating the ancient Library of Alexandria.,Bring water and sun protection,"El Shatby, Alexandria",09:00-21:00,100.0
210,Alexandria,Citadel of Qaitbay - Section 6,4.6,40000,A 15th-century fortress built on the site of the ancient Lighthouse of Alexandria.,Visit during sunset for the best photos,"Eastern Harbor, Alexandria",09:00-18:00,80.0
211,Alexandria,Montaza Palace - Section 6,4.5,35000,A royal palace with extensive gardens overlooking the Mediterranean Sea.,Visit during sunset for the best photos,"Montaza, Alexandria",09:00-22:00,50.0
212,Alexandria,Catacombs of Kom El Shoqafa - Section 6,4.5,25000,"One of the Seven Wonders of the Middle Ages, a multi-level Roman burial complex.",Wear comfortable walking shoes,"Karmuz, Alexandria",09:00-17:00,80.0
213,Alexandria,Pompey's Pillar - Section 6,4.3,15000,A Roman triumphal column and the largest monument of its kind in Alexandria.,Combine with nearby attractions for a full day trip,"Kom El Deka, Alexandria",09:00-17:00,60.0
214,Alexandria,Roman Amphitheatre - Section 6,4.4,18000,A well-preserved Roman theater with marble galleries and mosaic floors.,Visit during sunset for the best photos,"Kom El Deka, Alexandria",09:00-17:00,80.0
215,Alexandria,Alexandria National Museum - Section 6,4.3,20000,A museum showcasing Egyptian artifacts from Pharaonic to modern times.,Bring water and sun protection,"Saad Zaghloul St, Alexandria",09:00-17:00,60.0
216,Alexandria,Stanley Bridge - Section 6,4.2,30000,An iconic bridge and beach area popular for evening walks and photos.,Visit during sunset for the best photos,"Stanley, Alexandria",Open 24 hours,
217,Luxor,Valley of the Kings - Section 1,4.9,120000,The ancient burial ground of pharaohs with 63 tombs including Tutankhamun's.,Visit during sunset for the best photos,"West Bank, Luxor",06:00-17:00,300.0
218,Luxor,Karnak Temple - Section 1,4.8,90000,"The largest ancient religious site in the world, dedicated to the Theban triad of gods.",Book tickets online in advance,"Karnak, Luxor",06:00-18:00,250.0
219,Luxor,Luxor Temple - Section 1,4.7,80000,"A magnificent temple complex on the east bank of the Nile, illuminated at night.",Book tickets online in advance,"Corniche El Nile, Luxor",06:00-22:00,200.0
220,Luxor,Temple of Hatshepsut - Section 1,4.8,70000,A stunning mortuary temple built into a cliff face for Egypt's female pharaoh.,Hire a local guide for the best experience,"Deir El Bahari, West Bank, Luxor",06:00-17:00,200.0
221,Luxor,Valley of the Queens - Section 1,4.5,30000,The burial place of royal wives and children from the 18th to 20th dynasties.,Arrive early to avoid crowds and heat,"West Bank, Luxor",06:00-17:00,150.0
222,Luxor,Colossi of Memnon - Section 1,4.4,45000,"Two massive stone statues of Pharaoh Amenhotep III that have stood for 3,400 years.",Wear comfortable walking shoes,"West Bank, Luxor",Open 24 hours,
223,Luxor,Medinet Habu - Section 1,4.6,25000,The mortuary temple of Ramses III with well-preserved reliefs and colors.,Wear comfortable walking shoes,"West Bank, Luxor",06:00-17:00,150.0
224,Luxor,Luxor Museum - Section 1,4.5,15000,A carefully curated museum with high-quality artifacts from the Theban area.,Arrive early to avoid crowds and heat,"Corniche El Nile, Luxor",09:00-21:00,120.0
225,Luxor,Tombs of the Nobles - Section 1,4.3,12000,Colorful tombs belonging to high officials of ancient Thebes.,Visit during sunset for the best photos,"West Bank, Luxor",06:00-17:00,100.0
226,Luxor,Deir El Medina - Section 1,4.4,8000,The ancient workers' village where the artisans who built the royal tombs lived.,Hire a local guide for the best experience,"West Bank, Luxor",06:00-17:00,80.0
227,Luxor,Valley of the Kings - Section 2,4.9,120000,The ancient burial ground of pharaohs with 63 tombs including Tutankhamun's.,Hire a local guide for the best experience,"West Bank, Luxor",06:00-17:00,300.0
228,Luxor,Karnak Temple - Section 2,4.8,90000,"The largest ancient religious site in the world, dedicated to the Theban triad of gods.",Combine with nearby attractions for a full day trip,"Karnak, Luxor",06:00-18:00,250.0
229,Luxor,Luxor Temple - Section 2,4.7,80000,"A magnificent temple complex on the east bank of the Nile, illuminated at night.",Wear comfortable walking shoes,"Corniche El Nile, Luxor",06:00-22:00,200.0
230,Luxor,Temple of Hatshepsut - Section 2,4.8,70000,A stunning mortuary temple built into a cliff face for Egypt's female pharaoh.,Book tickets online in advance,"Deir El Bahari, West Bank, Luxor",06:00-17:00,200.0
231,Luxor,Valley of the Queens - Section 2,4.5,30000,The burial place of royal wives and children from the 18th to 20th dynasties.,Hire a local guide for the best experience,"West Bank, Luxor",06:00-17:00,150.0
232,Luxor,Colossi of Memnon - Section 2,4.4,45000,"Two massive stone statues of Pharaoh Amenhotep III that have stood for 3,400 years.",Bring water and sun protection,"West Bank, Luxor",Open 24 hours,
233,Luxor,Medinet Habu - Section 2,4.6,25000,The mortuary temple of Ramses III with well-preserved reliefs and colors.,Combine with nearby attractions for a full day trip,"West Bank, Luxor",06:00-17:00,150.0
234,Luxor,Luxor Museum - Section 2,4.5,15000,A carefully curated museum with high-quality artifacts from the Theban area.,Wear comfortable walking shoes,"Corniche El Nile, Luxor",09:00-21:00,120.0
235,Luxor,Tombs of the Nobles - Section 2,4.3,12000,Colorful tombs belonging to high officials of ancient Thebes.,Visit during sunset for the best photos,"West Bank, Luxor",06:00-17:00,100.0
236,Luxor,Deir El Medina - Section 2,4.4,8000,The ancient workers' village where the artisans who built the royal tombs lived.,Bring water and sun protection,"West Bank, Luxor",06:00-17:00,80.0
237,Luxor,Valley of the Kings - Section 3,4.9,120000,The ancient burial ground of pharaohs with 63 tombs including Tutankhamun's.,Arrive early to avoid crowds and heat,"West Bank, Luxor",06:00-17:00,300.0
238,Luxor,Karnak Temple - Section 3,4.8,90000,"The largest ancient religious site in the world, dedicated to the Theban triad of gods.",Wear comfortable walking shoes,"Karnak, Luxor",06:00-18:00,250.0
239,Luxor,Luxor Temple - Section 3,4.7,80000,"A magnificent temple complex on the east bank of the Nile, illuminated at night.",Book tickets online in advance,"Corniche El Nile, Luxor",06:00-22:00,200.0
240,Luxor,Temple of Hatshepsut - Section 3,4.8,70000,A stunning mortuary temple built into a cliff face for Egypt's female pharaoh.,Bring water and sun protection,"Deir El Bahari, West Bank, Luxor",06:00-17:00,200.0
241,Luxor,Valley of the Queens - Section 3,4.5,30000,The burial place of royal wives and children from the 18th to 20th dynasties.,Visit during sunset for the best photos,"West Bank, Luxor",06:00-17:00,150.0
242,Luxor,Colossi of Memnon - Section 3,4.4,45000,"Two massive stone statues of Pharaoh Amenhotep III that have stood for 3,400 years.",Check opening hours before visiting,"West Bank, Luxor",Open 24 hours,
243,Luxor,Medinet Habu - Section 3,4.6,25000,The mortuary temple of Ramses III with well-preserved reliefs and colors.,Bring water and sun protection,"West Bank, Luxor",06:00-17:00,150.0
244,Luxor,Luxor Museum - Section 3,4.5,15000,A carefully curated museum with high-quality artifacts from the Theban area.,Bring water and sun protection,"Corniche El Nile, Luxor",09:00-21:00,120.0
245,Luxor,Tombs of the Nobles - Section 3,4.3,12000,Colorful tombs belonging to high officials of ancient Thebes.,Hire a local guide for the best experience,"West Bank, Luxor",06:00-17:00,100.0
246,Luxor,Deir El Medina - Section 3,4.4,8000,The ancient workers' village where the artisans who built the royal tombs lived.,Book tickets online in advance,"West Bank, Luxor",06:00-17:00,80.0
247,Luxor,Valley of the Kings - Section 4,4.9,120000,The ancient burial ground of pharaohs with 63 tombs including Tutankhamun's.,Arrive early to avoid crowds and heat,"West Bank, Luxor",06:00-17:00,300.0
248,Luxor,Karnak Temple - Section 4,4.8,90000,"The largest ancient religious site in the world, dedicated to the Theban triad of gods.",Check opening hours before visiting,"Karnak, Luxor",06:00-18:00,250.0
249,Luxor,Luxor Temple - Section 4,4.7,80000,"A magnificent temple complex on the east bank of the Nile, illuminated at night.",Visit during sunset for the best photos,"Corniche El Nile, Luxor",06:00-22:00,200.0
250,Luxor,Temple of Hatshepsut - Section 4,4.8,70000,A stunning mortuary temple built into a cliff face for Egypt's female pharaoh.,Combine with nearby attractions for a full day trip,"Deir El Bahari, West Bank, Luxor",06:00-17:00,200.0
251,Luxor,Valley of the Queens - Section 4,4.5,30000,The burial place of royal wives and children from the 18th to 20th dynasties.,Combine with nearby attractions for a full day trip,"West Bank, Luxor",06:00-17:00,150.0
252,Luxor,Colossi of Memnon - Section 4,4.4,45000,"Two massive stone statues of Pharaoh Amenhotep III that have stood for 3,400 years.",Visit during sunset for the best photos,"West Bank, Luxor",Open 24 hours,
253,Luxor,Medinet Habu - Section 4,4.6,25000,The mortuary temple of Ramses III with well-preserved reliefs and colors.,Arrive early to avoid crowds and heat,"West Bank, Luxor",06:00-17:00,150.0
254,Luxor,Luxor Museum - Section 4,4.5,15000,A carefully curated museum with high-quality artifacts from the Theban area.,Visit during sunset for the best photos,"Corniche El Nile, Luxor",09:00-21:00,120.0
255,Luxor,Tombs of the Nobles - Section 4,4.3,12000,Colorful tombs belonging to high officials of ancient Thebes.,Hire a local guide for the best experience,"West Bank, Luxor",06:00-17:00,100.0
256,Luxor,Deir El Medina - Section 4,4.4,8000,The ancient workers' village where the artisans who built the royal tombs lived.,Check opening hours before visiting,"West Bank, Luxor",06:00-17:00,80.0
257,Luxor,Valley of the Kings - Section 5,4.9,120000,The ancient burial ground of pharaohs with 63 tombs including Tutankhamun's.,Combine with nearby attractions for a full day trip,"West Bank, Luxor",06:00-17:00,300.0
258,Luxor,Karnak Temple - Section 5,4.8,90000,"The largest ancient religious site in the world, dedicated to the Theban triad of gods.",Wear comfortable walking shoes,"Karnak, Luxor",06:00-18:00,250.0
259,Luxor,Luxor Temple - Section 5,4.7,80000,"A magnificent temple complex on the east bank of the Nile, illuminated at night.",Combine with nearby attractions for a full day trip,"Corniche El Nile, Luxor",06:00-22:00,200.0
260,Luxor,Temple of Hatshepsut - Section 5,4.8,70000,A stunning mortuary temple built into a cliff face for Egypt's female pharaoh.,Wear comfortable walking shoes,"Deir El Bahari, West Bank, Luxor",06:00-17:00,200.0
261,Luxor,Valley of the Queens - Section 5,4.5,30000,The burial place of royal wives and children from the 18th to 20th dynasties.,Bring water and sun protection,"West Bank, Luxor",06:00-17:00,150.0
262,Luxor,Colossi of Memnon - Section 5,4.4,45000,"Two massive stone statues of Pharaoh Amenhotep III that have stood for 3,400 years.",Hire a local guide for the best experience,"West Bank, Luxor",Open 24 hours,
263,Luxor,Medinet Habu - Section 5,4.6,25000,The mortuary temple of Ramses III with well-preserved reliefs and colors.,Combine with nearby attractions for a full day trip,"West Bank, Luxor",06:00-17:00,150.0
264,Luxor,Luxor Museum - Section 5,4.5,15000,A carefully curated museum with high-quality artifacts from the Theban area.,Hire a local guide for the best experience,"Corniche El Nile, Luxor",09:00-21:00,120.0
265,Luxor,Tombs of the Nobles - Section 5,4.3,12000,Colorful tombs belonging to high officials of ancient Thebes.,Check opening hours before visiting,"West Bank, Luxor",06:00-17:00,100.0
266,Luxor,Deir El Medina - Section 5,4.4,8000,The ancient workers' village where the artisans who built the royal tombs lived.,Hire a local guide for the best experience,"West Bank, Luxor",06:00-17:00,80.0
267,Luxor,Valley of the Kings - Section 6,4.9,120000,The ancient burial ground of pharaohs with 63 tombs including Tutankhamun's.,Arrive early to avoid crowds and heat,"West Bank, Luxor",06:00-17:00,300.0
268,Luxor,Karnak Temple - Section 6,4.8,90000,"The largest ancient religious site in the world, dedicated to the Theban triad of gods.",Combine with nearby attractions for a full day trip,"Karnak, Luxor",06:00-18:00,250.0
269,Luxor,Luxor Temple - Section 6,4.7,80000,"A magnificent temple complex on the east bank of the Nile, illuminated at night.",Wear comfortable walking shoes,"Corniche El Nile, Luxor",06:00-22:00,200.0
270,Luxor,Temple of Hatshepsut - Section 6,4.8,70000,A stunning mortuary temple built into a cliff face for Egypt's female pharaoh.,Book tickets online in advance,"Deir El Bahari, West Bank, Luxor",06:00-17:00,200.0
271,Luxor,Valley of the Queens - Section 6,4.5,30000,The burial place of royal wives and children from the 18th to 20th dynasties.,Check opening hours before visiting,"West Bank, Luxor",06:00-17:00,150.0
272,Luxor,Colossi of Memnon - Section 6,4.4,45000,"Two massive stone statues of Pharaoh Amenhotep III that have stood for 3,400 years.",Wear comfortable walking shoes,"West Bank, Luxor",Open 24 hours,
273,Luxor,Medinet Habu - Section 6,4.6,25000,The mortuary temple of Ramses III with well-preserved reliefs and colors.,Check opening hours before visiting,"West Bank, Luxor",06:00-17:00,150.0
274,Luxor,Luxor Museum - Section 6,4.5,15000,A carefully curated museum with high-quality artifacts from the Theban area.,Check opening hours before visiting,"Corniche El Nile, Luxor",09:00-21:00,120.0
275,Luxor,Tombs of the Nobles - Section 6,4.3,12000,Colorful tombs belonging to high officials of ancient Thebes.,Arrive early to avoid crowds and heat,"West Bank, Luxor",06:00-17:00,100.0
276,Luxor,Deir El Medina - Section 6,4.4,8000,The ancient workers' village where the artisans who built the royal tombs lived.,Arrive early to avoid crowds and heat,"West Bank, Luxor",06:00-17:00,80.0
277,Luxor,Valley of the Kings - Section 7,4.9,120000,The ancient burial ground of pharaohs with 63 tombs including Tutankhamun's.,Check opening hours before visiting,"West Bank, Luxor",06:00-17:00,300.0
278,Luxor,Karnak Temple - Section 7,4.8,90000,"The largest ancient religious site in the world, dedicated to the Theban triad of gods.",Hire a local guide for the best experience,"Karnak, Luxor",06:00-18:00,250.0
279,Luxor,Luxor Temple - Section 7,4.7,80000,"A magnificent temple complex on the east bank of the Nile, illuminated at night.",Book tickets online in advance,"Corniche El Nile, Luxor",06:00-22:00,200.0
280,Luxor,Temple of Hatshepsut - Section 7,4.8,70000,A stunning mortuary temple built into a cliff face for Egypt's female pharaoh.,Arrive early to avoid crowds and heat,"Deir El Bahari, West Bank, Luxor",06:00-17:00,200.0
281,Luxor,Valley of the Queens - Section 7,4.5,30000,The burial place of royal wives and children from the 18th to 20th dynasties.,Book tickets online in advance,"West Bank, Luxor",06:00-17:00,150.0
282,Luxor,Colossi of Memnon - Section 7,4.4,45000,"Two massive stone statues of Pharaoh Amenhotep III that have stood for 3,400 years.",Combine with nearby attractions for a full day trip,"West Bank, Luxor",Open 24 hours,
283,Sharm El Sheikh,Ras Mohammed National Park - Section 1,4.8,40000,Egypt's most famous national park with stunning coral reefs and marine life.,Hire a local guide for the best experience,South Sinai,08:00-17:00,200.0
284,Sharm El Sheikh,Naama Bay - Section 1,4.3,60000,"The heart of Sharm El Sheikh with beaches, restaurants, and nightlife.",Arrive early to avoid crowds and heat,"Naama Bay, Sharm El Sheikh",Open 24 hours,
285,Sharm El Sheikh,Tiran Island - Section 1,4.6,25000,A beautiful island with world-class snorkeling and diving spots.,Book tickets online in advance,Strait of Tiran,08:00-17:00,350.0
