id,city,Hotel Name,Price,Review Score (/10),Hotel URL,Description,Latitude,Longitude,Distance (km)
700,Cairo,Arabian Nights Hotel 39,924.9,9.4,https://booking.com/hotel/eg/cairo-700,Premium hotel offering authentic Egyptian hospitality,29.295715,31.285664,16.0
701,Cairo,Pyramids View Inn 39,423.09,9.8,https://booking.com/hotel/eg/cairo-701,Premium hotel offering authentic Egyptian hospitality,27.941618,33.082682,2.2
702,Cairo,Cairo Downtown Hotel 39,787.16,9.0,https://booking.com/hotel/eg/cairo-702,Contemporary hotel near shopping and dining districts,27.882096,33.248069,17.4
703,Cairo,Four Seasons Cairo at Nile Plaza 40,213.07,7.3,https://booking.com/hotel/eg/cairo-703,Charming boutique hotel with traditional Egyptian decor,24.256091,27.998976,16.2
704,Cairo,Marriott Mena House 40,197.83,6.6,https://booking.com/hotel/eg/cairo-704,Luxurious hotel with stunning views and world-class amenities,23.83502,29.713083,12.1
705,Cairo,Steigenberger El Tahrir 40,2046.64,4.7,https://booking.com/hotel/eg/cairo-705,Budget-friendly hotel with clean rooms and friendly staff,28.496766,25.253486,17.4
706,Cairo,Kempinski Nile Hotel 40,1003.09,8.0,https://booking.com/hotel/eg/cairo-706,Family-friendly hotel with pool and kids club,25.674669,25.805808,4.1
707,Cairo,Sofitel Cairo Nile El Gezirah 40,418.97,7.8,https://booking.com/hotel/eg/cairo-707,Elegant resort with spa and wellness center,24.922951,34.260596,4.5
708,Cairo,Fairmont Nile City 40,559.76,8.6,https://booking.com/hotel/eg/cairo-708,Family-friendly hotel with pool and kids club,26.215828,27.823679,2.5
709,Cairo,Conrad Cairo 40,348.73,6.7,https://booking.com/hotel/eg/cairo-709,Modern hotel in the heart of the city with easy access to attractions,23.912006,33.902366,3.3
710,Cairo,InterContinental Semiramis 40,1564.66,,https://booking.com/hotel/eg/cairo-710,Beachfront resort with private beach and water sports,27.539714,30.789653,1.8
711,Cairo,Ramses Hilton 40,660.6,,https://booking.com/hotel/eg/cairo-711,Contemporary hotel near shopping and dining districts,29.067099,34.19208,10.9
712,Cairo,Hilton Cairo World Trade Center 40,135.47,7.7,https://booking.com/hotel/eg/cairo-712,Family-friendly hotel with pool and kids club,23.808201,34.172206,14.1
713,Cairo,Cairo Pyramids Hotel 40,1021.51,5.6,https://booking.com/hotel/eg/cairo-713,Charming boutique hotel with traditional Egyptian decor,26.120096,33.484718,9.4
714,Cairo,Nile Ritz-Carlton 40,391.92,8.0,https://booking.com/hotel/eg/cairo-714,Beachfront resort with private beach and water sports,29.648424,33.450396,10.2
715,Cairo,Tolip Golden Hotel 40,1050.61,,https://booking.com/hotel/eg/cairo-715,Premium hotel offering authentic Egyptian hospitality,22.593816,28.874665,14.8
716,Cairo,Dana Inn Maadi 40,4052.39,7.0,https://booking.com/hotel/eg/cairo-716,Contemporary hotel near shopping and dining districts,29.11901,30.45696,5.5
717,Cairo,Le Riad Hotel de Charme 40,1491.56,6.8,https://booking.com/hotel/eg/cairo-717,Charming boutique hotel with traditional Egyptian decor,31.189076,32.15125,23.9
718,Cairo,Arabian Nights Hotel 40,327.89,4.7,https://booking.com/hotel/eg/cairo-718,Luxurious hotel with stunning views and world-class amenities,28.71915,27.521729,11.4
719,Cairo,Pyramids View Inn 40,539.08,,https://booking.com/hotel/eg/cairo-719,Modern hotel in the heart of the city with easy access to attractions,22.209816,28.579612,8.7
720,Cairo,Cairo Downtown Hotel 40,508.21,8.3,https://booking.com/hotel/eg/cairo-720,Beachfront resort with private beach and water sports,28.917106,31.002514,18.4
721,Cairo,Four Seasons Cairo at Nile Plaza 41,400.7,7.9,https://booking.com/hotel/eg/cairo-721,Modern hotel in the heart of the city with easy access to attractions,30.898883,30.156766,12.7
722,Cairo,Marriott Mena House 41,907.46,,https://booking.com/hotel/eg/cairo-722,Modern hotel in the heart of the city with easy access to attractions,25.114507,33.157454,15.1
723,Cairo,Steigenberger El Tahrir 41,412.58,4.9,https://booking.com/hotel/eg/cairo-723,Historic hotel with panoramic views of the Nile,23.966439,33.514057,2.6
724,Cairo,Kempinski Nile Hotel 41,1997.87,,https://booking.com/hotel/eg/cairo-724,Charming boutique hotel with traditional Egyptian decor,23.572248,32.066041,13.6
725,Cairo,Sofitel Cairo Nile El Gezirah 41,276.6,7.1,https://booking.com/hotel/eg/cairo-725,Family-friendly hotel with pool and kids club,29.106153,33.365309,17.8
726,Cairo,Fairmont Nile City 41,407.85,6.7,https://booking.com/hotel/eg/cairo-726,Contemporary hotel near shopping and dining districts,28.832829,34.301652,13.4
727,Cairo,Conrad Cairo 41,1581.88,,https://booking.com/hotel/eg/cairo-727,Budget-friendly hotel with clean rooms and friendly staff,29.805595,26.013798,19.9
728,Cairo,InterContinental Semiramis 41,624.91,,https://booking.com/hotel/eg/cairo-728,Premium hotel offering authentic Egyptian hospitality,23.579426,28.797374,15.6
729,Cairo,Ramses Hilton 41,1991.65,8.2,https://booking.com/hotel/eg/cairo-729,Luxurious hotel with stunning views and world-class amenities,28.850757,26.837847,8.5
730,Cairo,Hilton Cairo World Trade Center 41,775.31,5.9,https://booking.com/hotel/eg/cairo-730,Family-friendly hotel with pool and kids club,28.916116,33.131477,6.8
731,Cairo,Cairo Pyramids Hotel 41,391.36,8.0,https://booking.com/hotel/eg/cairo-731,Historic hotel with panoramic views of the Nile,29.12456,33.051169,3.9
732,Cairo,Nile Ritz-Carlton 41,95.73,,https://booking.com/hotel/eg/cairo-732,Beachfront resort with private beach and water sports,30.765129,30.023718,8.5
733,Cairo,Tolip Golden Hotel 41,126.19,7.4,https://booking.com/hotel/eg/cairo-733,Premium hotel offering authentic Egyptian hospitality,22.471784,31.235192,2.0
734,Cairo,Dana Inn Maadi 41,1711.43,6.4,https://booking.com/hotel/eg/cairo-734,Historic hotel with panoramic views of the Nile,27.834769,27.366098,12.3
735,Cairo,Le Riad Hotel de Charme 41,362.01,,https://booking.com/hotel/eg/cairo-735,Premium hotel offering authentic Egyptian hospitality,23.852104,30.049115,19.3
736,Cairo,Arabian Nights Hotel 41,601.01,,https://booking.com/hotel/eg/cairo-736,Premium hotel offering authentic Egyptian hospitality,26.429406,32.919356,10.4
737,Cairo,Pyramids View Inn 41,144.92,6.3,https://booking.com/hotel/eg/cairo-737,Contemporary hotel near shopping and dining districts,26.160049,33.439935,6.9
738,Cairo,Cairo Downtown Hotel 41,439.59,7.7,https://booking.com/hotel/eg/cairo-738,Modern hotel in the heart of the city with easy access to attractions,25.28887,31.537868,9.1
739,Cairo,Four Seasons Cairo at Nile Plaza 42,1358.04,,https://booking.com/hotel/eg/cairo-739,Contemporary hotel near shopping and dining districts,29.282661,34.662743,24.3
740,Cairo,Marriott Mena House 42,826.7,9.7,https://booking.com/hotel/eg/cairo-740,Beachfront resort with private beach and water sports,30.057724,31.851745,7.6
741,Cairo,Steigenberger El Tahrir 42,1263.58,,https://booking.com/hotel/eg/cairo-741,Historic hotel with panoramic views of the Nile,23.612712,25.956407,10.8
742,Cairo,Kempinski Nile Hotel 42,247.48,,https://booking.com/hotel/eg/cairo-742,Charming boutique hotel with traditional Egyptian decor,25.261117,33.520484,14.2
743,Cairo,Sofitel Cairo Nile El Gezirah 42,764.71,7.7,https://booking.com/hotel/eg/cairo-743,Historic hotel with panoramic views of the Nile,28.601725,25.105511,10.2
744,Cairo,Fairmont Nile City 42,911.09,7.5,https://booking.com/hotel/eg/cairo-744,Budget-friendly hotel with clean rooms and friendly staff,25.860957,33.798377,16.4
745,Cairo,Conrad Cairo 42,618.48,6.7,https://booking.com/hotel/eg/cairo-745,Modern hotel in the heart of the city with easy access to attractions,30.027223,29.763224,16.9
746,Cairo,InterContinental Semiramis 42,858.18,8.9,https://booking.com/hotel/eg/cairo-746,Beachfront resort with private beach and water sports,29.186285,29.741579,6.0
747,Cairo,Ramses Hilton 42,206.09,7.7,https://booking.com/hotel/eg/cairo-747,Luxurious hotel with stunning views and world-class amenities,31.354218,27.090974,3.7
748,Cairo,Hilton Cairo World Trade Center 42,546.37,,https://booking.com/hotel/eg/cairo-748,Beachfront resort with private beach and water sports,29.966784,33.085705,8.3
749,Cairo,Cairo Pyramids Hotel 42,86.05,8.0,https://booking.com/hotel/eg/cairo-749,Elegant resort with spa and wellness center,23.147093,34.769655,5.1
750,Cairo,Nile Ritz-Carlton 42,402.5,4.3,https://booking.com/hotel/eg/cairo-750,Premium hotel offering authentic Egyptian hospitality,26.072121,31.285022,5.8
751,Cairo,Tolip Golden Hotel 42,1136.71,8.0,https://booking.com/hotel/eg/cairo-751,Budget-friendly hotel with clean rooms and friendly staff,24.238088,28.103071,10.3
752,Cairo,Dana Inn Maadi 42,367.62,7.0,https://booking.com/hotel/eg/cairo-752,Modern hotel in the heart of the city with easy access to attractions,22.446429,28.38813,10.4
753,Cairo,Le Riad Hotel de Charme 42,1119.99,6.2,https://booking.com/hotel/eg/cairo-753,Family-friendly hotel with pool and kids club,23.716247,34.476862,5.9
754,Cairo,Arabian Nights Hotel 42,1663.74,6.9,https://booking.com/hotel/eg/cairo-754,Budget-friendly hotel with clean rooms and friendly staff,23.266772,27.425443,7.6
755,Cairo,Pyramids View Inn 42,328.33,6.1,https://booking.com/hotel/eg/cairo-755,Luxurious hotel with stunning views and world-class amenities,25.799839,25.573918,14.8
756,Cairo,Cairo Downtown Hotel 42,2559.27,9.0,https://booking.com/hotel/eg/cairo-756,Luxurious hotel with stunning views and world-class amenities,24.681981,30.852968,6.8
757,Cairo,Four Seasons Cairo at Nile Plaza 43,685.95,9.5,https://booking.com/hotel/eg/cairo-757,Charming boutique hotel with traditional Egyptian decor,26.887651,33.568353,11.9
758,Cairo,Marriott Mena House 43,1037.39,5.2,https://booking.com/hotel/eg/cairo-758,Beachfront resort with private beach and water sports,30.919331,27.949458,12.1
759,Cairo,Steigenberger El Tahrir 43,1256.13,9.1,https://booking.com/hotel/eg/cairo-759,Modern hotel in the heart of the city with easy access to attractions,26.565319,25.687539,14.0
760,Cairo,Kempinski Nile Hotel 43,1468.7,,https://booking.com/hotel/eg/cairo-760,Contemporary hotel near shopping and dining districts,23.505256,25.622051,20.7
761,Cairo,Sofitel Cairo Nile El Gezirah 43,559.08,7.9,https://booking.com/hotel/eg/cairo-761,Family-friendly hotel with pool and kids club,30.149649,28.049031,5.2
762,Cairo,Fairmont Nile City 43,86.53,,https://booking.com/hotel/eg/cairo-762,Beachfront resort with private beach and water sports,28.79612,34.732609,5.4
763,Cairo,Conrad Cairo 43,1657.89,,https://booking.com/hotel/eg/cairo-763,Premium hotel offering authentic Egyptian hospitality,25.127691,25.524817,11.5
764,Cairo,InterContinental Semiramis 43,466.98,,https://booking.com/hotel/eg/cairo-764,Charming boutique hotel with traditional Egyptian decor,26.954734,26.246474,24.1
765,Cairo,Ramses Hilton 43,1849.92,,https://booking.com/hotel/eg/cairo-765,Luxurious hotel with stunning views and world-class amenities,29.357613,26.344334,12.0
766,Cairo,Hilton Cairo World Trade Center 43,1122.04,7.3,https://booking.com/hotel/eg/cairo-766,Beachfront resort with private beach and water sports,27.338385,26.119346,15.4
767,Cairo,Cairo Pyramids Hotel 43,632.39,7.9,https://booking.com/hotel/eg/cairo-767,Budget-friendly hotel with clean rooms and friendly staff,30.492368,28.358164,15.6
768,Cairo,Nile Ritz-Carlton 43,175.26,7.8,https://booking.com/hotel/eg/cairo-768,Beachfront resort with private beach and water sports,27.199395,33.904409,6.9
769,Cairo,Tolip Golden Hotel 43,1041.95,8.2,https://booking.com/hotel/eg/cairo-769,Charming boutique hotel with traditional Egyptian decor,25.847202,34.987929,1.8
770,Cairo,Dana Inn Maadi 43,601.31,8.4,https://booking.com/hotel/eg/cairo-770,Contemporary hotel near shopping and dining districts,22.706179,26.153628,21.8
771,Cairo,Le Riad Hotel de Charme 43,67.78,6.9,https://booking.com/hotel/eg/cairo-771,Family-friendly hotel with pool and kids club,27.423112,34.095954,0.7
772,Cairo,Arabian Nights Hotel 43,2276.63,7.4,https://booking.com/hotel/eg/cairo-772,Modern hotel in the heart of the city with easy access to attractions,26.274465,31.929089,18.5
773,Cairo,Pyramids View Inn 43,678.45,8.2,https://booking.com/hotel/eg/cairo-773,Luxurious hotel with stunning views and world-class amenities,30.384847,25.969788,1.9
774,Cairo,Cairo Downtown Hotel 43,157.1,,https://booking.com/hotel/eg/cairo-774,Beachfront resort with private beach and water sports,27.730832,27.272611,13.8
775,Cairo,Four Seasons Cairo at Nile Plaza 44,750.12,10.0,https://booking.com/hotel/eg/cairo-775,Modern hotel in the heart of the city with easy access to attractions,25.52425,32.72152,4.7
776,Cairo,Marriott Mena House 44,190.48,6.4,https://booking.com/hotel/eg/cairo-776,Elegant resort with spa and wellness center,25.190513,30.138665,20.0
777,Alexandria,Four Seasons San Stefano 1,1828.07,,https://booking.com/hotel/eg/alexandria-777,Luxurious hotel with stunning views and world-class amenities,24.241968,26.435448,5.0
778,Alexandria,Steigenberger Cecil Hotel 1,299.73,,https://booking.com/hotel/eg/alexandria-778,Historic hotel with panoramic views of the Nile,26.232419,34.669685,14.5
779,Alexandria,Tolip Alexandria Hotel 1,1549.38,8.0,https://booking.com/hotel/eg/alexandria-779,Modern hotel in the heart of the city with easy access to attractions,25.534414,25.924495,11.7
780,Alexandria,Hilton Alexandria Green Plaza 1,1477.5,,https://booking.com/hotel/eg/alexandria-780,Charming boutique hotel with traditional Egyptian decor,31.102312,27.476316,9.0
781,Alexandria,Paradise Island Resort 1,528.78,7.7,https://booking.com/hotel/eg/alexandria-781,Modern hotel in the heart of the city with easy access to attractions,26.997893,31.877692,7.2
782,Alexandria,Alexandria Marriott Hotel 1,987.18,5.9,https://booking.com/hotel/eg/alexandria-782,Budget-friendly hotel with clean rooms and friendly staff,22.455182,34.485203,17.9
783,Alexandria,Corniche Hotel Alexandria 1,250.42,,https://booking.com/hotel/eg/alexandria-783,Contemporary hotel near shopping and dining districts,25.905577,29.447128,14.6
784,Alexandria,Roma Hotel Alexandria 1,1681.61,9.0,https://booking.com/hotel/eg/alexandria-784,Contemporary hotel near shopping and dining districts,26.712406,25.077666,12.6
785,Alexandria,Windsor Palace Hotel 1,2404.84,6.7,https://booking.com/hotel/eg/alexandria-785,Family-friendly hotel with pool and kids club,26.373126,27.175879,3.8
786,Alexandria,Metropole Hotel 1,422.75,6.5,https://booking.com/hotel/eg/alexandria-786,Elegant resort with spa and wellness center,30.338076,25.89566,18.0
787,Alexandria,Sea View Hotel Alexandria 1,1376.58,6.8,https://booking.com/hotel/eg/alexandria-787,Budget-friendly hotel with clean rooms and friendly staff,24.065803,28.666789,10.1
788,Alexandria,Alexandria Beach Resort 1,401.81,,https://booking.com/hotel/eg/alexandria-788,Historic hotel with panoramic views of the Nile,25.407283,27.677925,11.1
789,Alexandria,Montaza Palace Hotel 1,1194.6,,https://booking.com/hotel/eg/alexandria-789,Historic hotel with panoramic views of the Nile,28.528726,28.128342,2.0
790,Alexandria,Sheraton Montazah 1,167.85,6.7,https://booking.com/hotel/eg/alexandria-790,Premium hotel offering authentic Egyptian hospitality,26.219748,26.370528,21.6
791,Alexandria,Four Seasons San Stefano 2,1656.15,10.0,https://booking.com/hotel/eg/alexandria-791,Budget-friendly hotel with clean rooms and friendly staff,29.142083,30.682686,7.2
792,Alexandria,Steigenberger Cecil Hotel 2,127.65,7.4,https://booking.com/hotel/eg/alexandria-792,Contemporary hotel near shopping and dining districts,23.654489,30.468812,18.0
793,Alexandria,Tolip Alexandria Hotel 2,468.1,7.7,https://booking.com/hotel/eg/alexandria-793,Modern hotel in the heart of the city with easy access to attractions,30.831671,26.246134,16.5
794,Alexandria,Hilton Alexandria Green Plaza 2,625.33,7.0,https://booking.com/hotel/eg/alexandria-794,Contemporary hotel near shopping and dining districts,30.813584,33.677021,17.8
795,Alexandria,Paradise Island Resort 2,797.62,7.4,https://booking.com/hotel/eg/alexandria-795,Historic hotel with panoramic views of the Nile,27.969866,29.38649,1.4
796,Alexandria,Alexandria Marriott Hotel 2,2382.04,,https://booking.com/hotel/eg/alexandria-796,Modern hotel in the heart of the city with easy access to attractions,27.02272,25.343769,16.2
797,Alexandria,Corniche Hotel Alexandria 2,663.7,,https://booking.com/hotel/eg/alexandria-797,Charming boutique hotel with traditional Egyptian decor,24.780223,30.45428,3.8
798,Alexandria,Roma Hotel Alexandria 2,1473.74,,https://booking.com/hotel/eg/alexandria-798,Historic hotel with panoramic views of the Nile,27.557834,29.885425,13.3
799,Alexandria,Windsor Palace Hotel 2,1115.22,8.3,https://booking.com/hotel/eg/alexandria-799,Family-friendly hotel with pool and kids club,23.226319,32.422988,16.3
800,Alexandria,Metropole Hotel 2,550.52,6.3,https://booking.com/hotel/eg/alexandria-800,Contemporary hotel near shopping and dining districts,23.288784,27.60048,9.9
801,Alexandria,Sea View Hotel Alexandria 2,1040.15,9.1,https://booking.com/hotel/eg/alexandria-801,Premium hotel offering authentic Egyptian hospitality,26.816496,30.72172,23.3
802,Alexandria,Alexandria Beach Resort 2,894.1,7.5,https://booking.com/hotel/eg/alexandria-802,Charming boutique hotel with traditional Egyptian decor,29.496413,31.028929,16.5
803,Alexandria,Montaza Palace Hotel 2,246.45,5.7,https://booking.com/hotel/eg/alexandria-803,Modern hotel in the heart of the city with easy access to attractions,22.620129,33.218393,16.3
804,Alexandria,Sheraton Montazah 2,286.58,8.2,https://booking.com/hotel/eg/alexandria-804,Contemporary hotel near shopping and dining districts,29.294825,32.517946,14.9
805,Alexandria,Four Seasons San Stefano 3,331.15,,https://booking.com/hotel/eg/alexandria-805,Modern hotel in the heart of the city with easy access to attractions,29.850708,32.014991,11.8
806,Alexandria,Steigenberger Cecil Hotel 3,611.9,7.0,https://booking.com/hotel/eg/alexandria-806,Premium hotel offering authentic Egyptian hospitality,24.614116,28.979603,23.3
807,Alexandria,Tolip Alexandria Hotel 3,1109.66,7.5,https://booking.com/hotel/eg/alexandria-807,Family-friendly hotel with pool and kids club,25.375198,31.825117,16.7
808,Alexandria,Hilton Alexandria Green Plaza 3,300.96,8.9,https://booking.com/hotel/eg/alexandria-808,Luxurious hotel with stunning views and world-class amenities,22.113221,26.396924,18.0
809,Alexandria,Paradise Island Resort 3,1603.93,7.8,https://booking.com/hotel/eg/alexandria-809,Premium hotel offering authentic Egyptian hospitality,24.324223,29.213009,21.1
810,Alexandria,Alexandria Marriott Hotel 3,506.5,8.4,https://booking.com/hotel/eg/alexandria-810,Historic hotel with panoramic views of the Nile,22.967848,34.111205,20.6
811,Alexandria,Corniche Hotel Alexandria 3,561.16,9.2,https://booking.com/hotel/eg/alexandria-811,Budget-friendly hotel with clean rooms and friendly staff,22.867856,32.566465,14.8
812,Alexandria,Roma Hotel Alexandria 3,447.66,,https://booking.com/hotel/eg/alexandria-812,Historic hotel with panoramic views of the Nile,31.004063,28.965906,3.6
813,Alexandria,Windsor Palace Hotel 3,446.72,7.6,https://booking.com/hotel/eg/alexandria-813,Family-friendly hotel with pool and kids club,25.104019,28.496144,15.1
814,Alexandria,Metropole Hotel 3,558.69,,https://booking.com/hotel/eg/alexandria-814,Premium hotel offering authentic Egyptian hospitality,26.187021,27.604031,21.0
815,Alexandria,Sea View Hotel Alexandria 3,1458.11,9.2,https://booking.com/hotel/eg/alexandria-815,Premium hotel offering authentic Egyptian hospitality,25.34857,26.261101,3.7
816,Alexandria,Alexandria Beach Resort 3,1312.99,8.3,https://booking.com/hotel/eg/alexandria-816,Premium hotel offering authentic Egyptian hospitality,26.871936,28.43301,8.5
817,Alexandria,Montaza Palace Hotel 3,179.57,8.9,https://booking.com/hotel/eg/alexandria-817,Premium hotel offering authentic Egyptian hospitality,28.681134,33.344583,1.9
818,Alexandria,Sheraton Montazah 3,1107.85,8.3,https://booking.com/hotel/eg/alexandria-818,Luxurious hotel with stunning views and world-class amenities,22.182095,29.319894,1.3
819,Alexandria,Four Seasons San Stefano 4,1124.14,,https://booking.com/hotel/eg/alexandria-819,Premium hotel offering authentic Egyptian hospitality,26.593959,25.146471,23.1
820,Alexandria,Steigenberger Cecil Hotel 4,1155.41,7.0,https://booking.com/hotel/eg/alexandria-820,Luxurious hotel with stunning views and world-class amenities,24.407104,33.950766,14.6
821,Alexandria,Tolip Alexandria Hotel 4,398.43,7.8,https://booking.com/hotel/eg/alexandria-821,Beachfront resort with private beach and water sports,26.255731,29.054717,24.6
822,Alexandria,Hilton Alexandria Green Plaza 4,1846.01,6.6,https://booking.com/hotel/eg/alexandria-822,Contemporary hotel near shopping and dining districts,29.913826,29.578049,6.8
823,Alexandria,Paradise Island Resort 4,225.43,8.4,https://booking.com/hotel/eg/alexandria-823,Beachfront resort with private beach and water sports,27.183852,31.839751,5.2
824,Alexandria,Alexandria Marriott Hotel 4,241.64,6.9,https://booking.com/hotel/eg/alexandria-824,Historic hotel with panoramic views of the Nile,25.188983,30.745822,13.1
825,Alexandria,Corniche Hotel Alexandria 4,636.08,7.6,https://booking.com/hotel/eg/alexandria-825,Elegant resort with spa and wellness center,28.112575,26.97183,2.9
826,Alexandria,Roma Hotel Alexandria 4,316.97,,https://booking.com/hotel/eg/alexandria-826,Beachfront resort with private beach and water sports,24.25007,26.64934,3.6
827,Alexandria,Windsor Palace Hotel 4,240.35,,https://booking.com/hotel/eg/alexandria-827,Contemporary hotel near shopping and dining districts,22.167865,26.027682,4.7
828,Alexandria,Metropole Hotel 4,401.64,6.4,https://booking.com/hotel/eg/alexandria-828,Luxurious hotel with stunning views and world-class amenities,23.554354,31.917776,17.0
829,Alexandria,Sea View Hotel Alexandria 4,683.26,8.7,https://booking.com/hotel/eg/alexandria-829,Charming boutique hotel with traditional Egyptian decor,24.12432,33.570969,20.5
830,Alexandria,Alexandria Beach Resort 4,399.39,6.0,https://booking.com/hotel/eg/alexandria-830,Charming boutique hotel with traditional Egyptian decor,27.447602,25.983449,11.5
831,Alexandria,Montaza Palace Hotel 4,635.2,7.2,https://booking.com/hotel/eg/alexandria-831,Modern hotel in the heart of the city with easy access to attractions,24.545974,34.122082,16.0
832,Alexandria,Sheraton Montazah 4,4165.41,8.8,https://booking.com/hotel/eg/alexandria-832,Beachfront resort with private beach and water sports,27.954157,26.460966,20.7
833,Alexandria,Four Seasons San Stefano 5,307.07,,https://booking.com/hotel/eg/alexandria-833,Charming boutique hotel with traditional Egyptian decor,25.849373,30.960436,3.1
834,Alexandria,Steigenberger Cecil Hotel 5,1253.24,7.1,https://booking.com/hotel/eg/alexandria-834,Historic hotel with panoramic views of the Nile,22.729559,29.13706,17.1
835,Alexandria,Tolip Alexandria Hotel 5,562.05,7.6,https://booking.com/hotel/eg/alexandria-835,Family-friendly hotel with pool and kids club,23.289586,34.774382,24.1
836,Alexandria,Hilton Alexandria Green Plaza 5,443.51,,https://booking.com/hotel/eg/alexandria-836,Charming boutique hotel with traditional Egyptian decor,23.935677,27.606617,2.8
837,Alexandria,Paradise Island Resort 5,337.15,8.4,https://booking.com/hotel/eg/alexandria-837,Charming boutique hotel with traditional Egyptian decor,23.582116,34.861768,20.6
838,Alexandria,Alexandria Marriott Hotel 5,80.25,8.1,https://booking.com/hotel/eg/alexandria-838,Modern hotel in the heart of the city with easy access to attractions,24.315228,28.058948,12.3
839,Alexandria,Corniche Hotel Alexandria 5,302.59,,https://booking.com/hotel/eg/alexandria-839,Premium hotel offering authentic Egyptian hospitality,28.952791,26.739637,9.3
840,Alexandria,Roma Hotel Alexandria 5,407.13,8.0,https://booking.com/hotel/eg/alexandria-840,Contemporary hotel near shopping and dining districts,24.848806,25.344032,16.1
841,Alexandria,Windsor Palace Hotel 5,485.49,8.9,https://booking.com/hotel/eg/alexandria-841,Luxurious hotel with stunning views and world-class amenities,30.422657,29.109426,15.3
842,Alexandria,Metropole Hotel 5,262.15,,https://booking.com/hotel/eg/alexandria-842,Elegant resort with spa and wellness center,22.273611,31.437198,7.3
843,Alexandria,Sea View Hotel Alexandria 5,2879.29,6.6,https://booking.com/hotel/eg/alexandria-843,Elegant resort with spa and wellness center,30.378768,34.590842,5.2
844,Alexandria,Alexandria Beach Resort 5,450.92,6.3,https://booking.com/hotel/eg/alexandria-844,Elegant resort with spa and wellness center,28.553017,34.454949,16.0
845,Alexandria,Montaza Palace Hotel 5,1861.59,6.1,https://booking.com/hotel/eg/alexandria-845,Contemporary hotel near shopping and dining districts,29.090988,26.455173,22.0
846,Alexandria,Sheraton Montazah 5,731.42,,https://booking.com/hotel/eg/alexandria-846,Contemporary hotel near shopping and dining districts,25.637579,26.778841,9.1
847,Alexandria,Four Seasons San Stefano 6,367.88,7.7,https://booking.com/hotel/eg/alexandria-847,Family-friendly hotel with pool and kids club,24.453854,33.670116,16.9
848,Alexandria,Steigenberger Cecil Hotel 6,386.3,,https://booking.com/hotel/eg/alexandria-848,Premium hotel offering authentic Egyptian hospitality,25.408054,34.956452,12.3
849,Alexandria,Tolip Alexandria Hotel 6,64.62,8.8,https://booking.com/hotel/eg/alexandria-849,Modern hotel in the heart of the city with easy access to attractions,26.285736,32.186993,14.9
850,Alexandria,Hilton Alexandria Green Plaza 6,737.23,7.6,https://booking.com/hotel/eg/alexandria-850,Premium hotel offering authentic Egyptian hospitality,30.691,28.354068,23.8
851,Alexandria,Paradise Island Resort 6,221.52,8.6,https://booking.com/hotel/eg/alexandria-851,Contemporary hotel near shopping and dining districts,26.336834,26.494363,23.3
852,Alexandria,Alexandria Marriott Hotel 6,3729.18,7.1,https://booking.com/hotel/eg/alexandria-852,Budget-friendly hotel with clean rooms and friendly staff,23.563378,29.063322,23.2
853,Alexandria,Corniche Hotel Alexandria 6,320.5,8.5,https://booking.com/hotel/eg/alexandria-853,Premium hotel offering authentic Egyptian hospitality,31.353471,31.664073,7.5
854,Alexandria,Roma Hotel Alexandria 6,81.63,8.4,https://booking.com/hotel/eg/alexandria-854,Budget-friendly hotel with clean rooms and friendly staff,28.816833,32.768214,17.0
855,Alexandria,Windsor Palace Hotel 6,285.98,6.4,https://booking.com/hotel/eg/alexandria-855,Elegant resort with spa and wellness center,25.699203,32.326127,17.3
856,Alexandria,Metropole Hotel 6,353.92,,https://booking.com/hotel/eg/alexandria-856,Charming boutique hotel with traditional Egyptian decor,28.035017,25.415598,5.6
857,Alexandria,Sea View Hotel Alexandria 6,565.07,,https://booking.com/hotel/eg/alexandria-857,Charming boutique hotel with traditional Egyptian decor,25.215815,25.070918,17.2
858,Alexandria,Alexandria Beach Resort 6,1116.19,7.6,https://booking.com/hotel/eg/alexandria-858,Budget-friendly hotel with clean rooms and friendly staff,22.299374,26.216053,16.0
859,Alexandria,Montaza Palace Hotel 6,567.62,6.6,https://booking.com/hotel/eg/alexandria-859,Luxurious hotel with stunning views and world-class amenities,25.803388,34.471529,10.5
860,Alexandria,Sheraton Montazah 6,862.88,8.9,https://booking.com/hotel/eg/alexandria-860,Elegant resort with spa and wellness center,25.243959,27.156098,20.4
861,Alexandria,Four Seasons San Stefano 7,644.84,,https://booking.com/hotel/eg/alexandria-861,Historic hotel with panoramic views of the Nile,31.197984,26.478524,23.6
862,Alexandria,Steigenberger Cecil Hotel 7,828.06,6.3,https://booking.com/hotel/eg/alexandria-862,Luxurious hotel with stunning views and world-class amenities,24.598649,28.99658,24.6
863,Alexandria,Tolip Alexandria Hotel 7,801.21,,https://booking.com/hotel/eg/alexandria-863,Elegant resort with spa and wellness center,27.385155,34.322669,16.8
864,Alexandria,Hilton Alexandria Green Plaza 7,8785.92,7.8,https://booking.com/hotel/eg/alexandria-864,Beachfront resort with private beach and water sports,26.740195,25.722132,17.3
865,Alexandria,Paradise Island Resort 7,521.73,7.7,https://booking.com/hotel/eg/alexandria-865,Budget-friendly hotel with clean rooms and friendly staff,29.782725,30.365256,21.6
