id,city,Restaurant,Location,Cuisines,URL,Total_Items,Prices_List,Min_Price,Max_Price,Avg_Price
322,Cairo,El Tabbala 11,6th of October,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/el-tabbala-11-322,50,106.77-400.96,106.77,400.96,253.86
323,Cairo,Osmanly 11,Dokki,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/osmanly-11-323,80,146.5-286.23,146.5,286.23,216.37
324,Cairo,Sabaya 11,Pyramids Area,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/sabaya-11-324,77,88.15-292.41,88.15,292.41,190.28
325,Cairo,Le Deck 11,Dokki,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/le-deck-11-325,102,35.94-164.8,35.94,164.8,100.37
326,Cairo,Birdcage 11,Garden City,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/birdcage-11-326,102,46.93-177.11,46.93,177.11,112.02
327,Cairo,Crimson 11,Nile Corniche,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/crimson-11-327,116,57.33-167.61,57.33,167.61,112.47
328,Cairo,Pier 88 11,Garden City,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/pier-88-11-328,99,76.44-379.14,76.44,379.14,227.79
329,Cairo,The Blue Restaurant 11,Dokki,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/the-blue-restaurant-11-329,58,112.22-444.94,112.22,444.94,278.58
330,Cairo,Nile Maxim 11,Mohandessin,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/nile-maxim-11-330,22,139.93-454.76,139.93,454.76,297.35
331,Cairo,Abou Tarek 12,Zamalek,"French,European,Fine Dining",https://talabat.com/eg/cairo/abou-tarek-12-331,106,133.85-586.06,133.85,586.06,359.95
332,Cairo,Koshary Abou Tarek 12,Zamalek,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/koshary-abou-tarek-12-332,73,59.64-174.84,59.64,174.84,117.24
333,Cairo,Sequoia 12,Pyramids Area,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/sequoia-12-333,48,145.85-282.39,145.85,282.39,214.12
334,Cairo,Zooba 12,Downtown Cairo,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/zooba-12-334,86,31.81-147.72,31.81,147.72,89.77
335,Cairo,Fasahat Somaya 12,Pyramids Area,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/fasahat-somaya-12-335,51,37.19-85.39,37.19,85.39,61.29
336,Cairo,El Prince 12,Nasr City,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/el-prince-12-336,66,131.68-377.63,131.68,377.63,254.66
337,Cairo,Maison Thomas 12,New Cairo,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/maison-thomas-12-337,16,37.8-67.22,37.8,67.22,52.51
338,Cairo,Taboula 12,New Cairo,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/taboula-12-338,106,133.74-346.34,133.74,346.34,240.04
339,Cairo,Cairo Kitchen 12,Dokki,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/cairo-kitchen-12-339,53,47.15-195.38,47.15,195.38,121.27
340,Cairo,Kazouza 12,New Cairo,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/kazouza-12-340,18,39.29-60.6,39.29,60.6,49.95
341,Cairo,Andrea El Mariouteya 12,Giza,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/andrea-el-mariouteya-12-341,32,102.94-327.18,102.94,327.18,215.06
342,Cairo,Sea Gull 12,Garden City,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/sea-gull-12-342,18,100.26-478.3,100.26,478.3,289.28
343,Cairo,Samakmak 12,Khan El Khalili,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/samakmak-12-343,65,54.56-199.92,54.56,199.92,127.24
344,Cairo,Fish Market 12,6th of October,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/fish-market-12-344,82,109.56-526.69,109.56,526.69,318.12
345,Cairo,Gad 12,Heliopolis,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/gad-12-345,20,107.53-339.29,107.53,339.29,223.41
346,Cairo,Felfela 12,Heliopolis,"Seafood,Mediterranean",https://talabat.com/eg/cairo/felfela-12-346,51,97.9-463.92,97.9,463.92,280.91
347,Cairo,Tikka Grill 12,Giza,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/tikka-grill-12-347,56,122.82-597.88,122.82,597.88,360.35
348,Cairo,El Shabrawy 12,Khan El Khalili,"Seafood,Mediterranean",https://talabat.com/eg/cairo/el-shabrawy-12-348,69,102.93-507.99,102.93,507.99,305.46
349,Cairo,Mori Sushi 12,Pyramids Area,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/mori-sushi-12-349,35,79.06-206.46,79.06,206.46,142.76
350,Cairo,Crimson Bar & Grill 12,Nasr City,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/crimson-bar-&-grill-12-350,77,62.63-248.49,62.63,248.49,155.56
351,Cairo,Naguib Mahfouz Cafe 12,Zamalek,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/naguib-mahfouz-cafe-12-351,66,98.04-399.25,98.04,399.25,248.65
352,Cairo,El Tabbala 12,New Cairo,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/el-tabbala-12-352,85,139.93-518.47,139.93,518.47,329.2
353,Cairo,Osmanly 12,Dokki,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/osmanly-12-353,67,83.75-139.85,83.75,139.85,111.8
354,Cairo,Sabaya 12,Nile Corniche,"Seafood,Mediterranean",https://talabat.com/eg/cairo/sabaya-12-354,31,52.65-154.63,52.65,154.63,103.64
355,Cairo,Le Deck 12,Dokki,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/le-deck-12-355,53,114.3-444.51,114.3,444.51,279.4
356,Cairo,Birdcage 12,Garden City,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/birdcage-12-356,94,81.5-306.09,81.5,306.09,193.79
357,Cairo,Crimson 12,Khan El Khalili,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/crimson-12-357,95,41.91-187.96,41.91,187.96,114.94
358,Cairo,Pier 88 12,Maadi,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/pier-88-12-358,104,85.63-246.76,85.63,246.76,166.19
359,Cairo,The Blue Restaurant 12,Nasr City,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/the-blue-restaurant-12-359,75,114.61-511.37,114.61,511.37,312.99
360,Cairo,Nile Maxim 12,Dokki,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/nile-maxim-12-360,15,34.41-147.84,34.41,147.84,91.12
361,Cairo,Abou Tarek 13,6th of October,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/abou-tarek-13-361,30,99.26-240.95,99.26,240.95,170.1
362,Cairo,Koshary Abou Tarek 13,Giza,"Seafood,Mediterranean",https://talabat.com/eg/cairo/koshary-abou-tarek-13-362,58,144.49-383.34,144.49,383.34,263.91
363,Cairo,Sequoia 13,Heliopolis,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/sequoia-13-363,32,49.33-177.08,49.33,177.08,113.21
364,Cairo,Zooba 13,Heliopolis,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/zooba-13-364,89,71.73-351.51,71.73,351.51,211.62
365,Cairo,Fasahat Somaya 13,Nile Corniche,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/fasahat-somaya-13-365,52,147.79-544.87,147.79,544.87,346.33
366,Cairo,El Prince 13,Dokki,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/el-prince-13-366,91,79.04-347.17,79.04,347.17,213.11
367,Cairo,Maison Thomas 13,Zamalek,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/maison-thomas-13-367,96,119.21-490.03,119.21,490.03,304.62
368,Cairo,Taboula 13,Mohandessin,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/taboula-13-368,70,131.13-266.84,131.13,266.84,198.98
369,Cairo,Cairo Kitchen 13,Nile Corniche,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/cairo-kitchen-13-369,43,147.57-649.4,147.57,649.4,398.49
370,Cairo,Kazouza 13,6th of October,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/kazouza-13-370,79,48.05-137.28,48.05,137.28,92.66
371,Cairo,Andrea El Mariouteya 13,New Cairo,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/andrea-el-mariouteya-13-371,97,58.84-219.66,58.84,219.66,139.25
372,Cairo,Sea Gull 13,Zamalek,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/sea-gull-13-372,115,142.99-473.11,142.99,473.11,308.05
373,Cairo,Samakmak 13,Garden City,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/samakmak-13-373,115,36.12-169.49,36.12,169.49,102.81
374,Cairo,Fish Market 13,Zamalek,"French,European,Fine Dining",https://talabat.com/eg/cairo/fish-market-13-374,95,115.98-451.11,115.98,451.11,283.55
375,Cairo,Gad 13,Khan El Khalili,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/gad-13-375,32,147.8-476.72,147.8,476.72,312.26
376,Cairo,Felfela 13,Pyramids Area,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/felfela-13-376,25,102.66-409.79,102.66,409.79,256.23
377,Cairo,Tikka Grill 13,New Cairo,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/tikka-grill-13-377,29,93.22-359.24,93.22,359.24,226.23
378,Cairo,El Shabrawy 13,Khan El Khalili,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/el-shabrawy-13-378,73,53.71-104.83,53.71,104.83,79.27
379,Cairo,Mori Sushi 13,Giza,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/mori-sushi-13-379,45,38.51-138.01,38.51,138.01,88.26
380,Cairo,Crimson Bar & Grill 13,Nile Corniche,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/crimson-bar-&-grill-13-380,89,126.25-535.85,126.25,535.85,331.05
381,Cairo,Naguib Mahfouz Cafe 13,Heliopolis,"Seafood,Mediterranean",https://talabat.com/eg/cairo/naguib-mahfouz-cafe-13-381,33,106.67-514.59,106.67,514.59,310.63
382,Cairo,El Tabbala 13,Nile Corniche,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/el-tabbala-13-382,50,138.24-321.74,138.24,321.74,229.99
383,Cairo,Osmanly 13,Mohandessin,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/osmanly-13-383,105,74.55-248.09,74.55,248.09,161.32
384,Cairo,Sabaya 13,Pyramids Area,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/sabaya-13-384,110,70.27-220.14,70.27,220.14,145.2
385,Cairo,Le Deck 13,New Cairo,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/le-deck-13-385,95,138.4-691.37,138.4,691.37,414.88
386,Cairo,Birdcage 13,Giza,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/birdcage-13-386,36,118.15-185.41,118.15,185.41,151.78
387,Cairo,Crimson 13,Mohandessin,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/crimson-13-387,31,111.24-444.36,111.24,444.36,277.8
388,Cairo,Pier 88 13,Nile Corniche,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/pier-88-13-388,24,129.76-488.15,129.76,488.15,308.95
389,Cairo,The Blue Restaurant 13,Dokki,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/the-blue-restaurant-13-389,24,51.27-135.4,51.27,135.4,93.34
390,Cairo,Nile Maxim 13,Zamalek,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/nile-maxim-13-390,50,97.95-404.41,97.95,404.41,251.18
391,Cairo,Abou Tarek 14,Heliopolis,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/abou-tarek-14-391,61,125.64-529.01,125.64,529.01,327.32
392,Cairo,Koshary Abou Tarek 14,Nasr City,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/koshary-abou-tarek-14-392,53,36.51-125.16,36.51,125.16,80.83
393,Cairo,Sequoia 14,Nile Corniche,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/sequoia-14-393,116,119.51-448.12,119.51,448.12,283.81
394,Cairo,Zooba 14,New Cairo,"French,European,Fine Dining",https://talabat.com/eg/cairo/zooba-14-394,41,94.03-251.66,94.03,251.66,172.84
395,Cairo,Fasahat Somaya 14,Mohandessin,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/fasahat-somaya-14-395,94,84.34-246.28,84.34,246.28,165.31
396,Cairo,El Prince 14,New Cairo,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/el-prince-14-396,43,120.37-585.83,120.37,585.83,353.1
397,Cairo,Maison Thomas 14,Heliopolis,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/maison-thomas-14-397,115,79.57-174.1,79.57,174.1,126.83
398,Cairo,Taboula 14,Zamalek,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/taboula-14-398,90,117.99-326.39,117.99,326.39,222.19
399,Cairo,Cairo Kitchen 14,Khan El Khalili,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/cairo-kitchen-14-399,16,143.92-232.22,143.92,232.22,188.07
400,Cairo,Kazouza 14,Dokki,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/kazouza-14-400,61,75.95-336.44,75.95,336.44,206.19
401,Cairo,Andrea El Mariouteya 14,Khan El Khalili,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/andrea-el-mariouteya-14-401,33,56.48-212.93,56.48,212.93,134.71
402,Cairo,Sea Gull 14,Dokki,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/sea-gull-14-402,108,149.36-744.74,149.36,744.74,447.05
403,Cairo,Samakmak 14,Khan El Khalili,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/samakmak-14-403,67,144.39-526.2,144.39,526.2,335.3
404,Cairo,Fish Market 14,Giza,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/fish-market-14-404,117,47.12-93.78,47.12,93.78,70.45
405,Cairo,Gad 14,Mohandessin,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/gad-14-405,72,72.85-327.95,72.85,327.95,200.4
406,Cairo,Felfela 14,Downtown Cairo,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/felfela-14-406,23,107.99-420.6,107.99,420.6,264.3
407,Cairo,Tikka Grill 14,6th of October,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/tikka-grill-14-407,102,47.46-223.19,47.46,223.19,135.32
408,Cairo,El Shabrawy 14,Downtown Cairo,"Seafood,Mediterranean",https://talabat.com/eg/cairo/el-shabrawy-14-408,68,55.3-102.17,55.3,102.17,78.73
409,Cairo,Mori Sushi 14,Maadi,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/mori-sushi-14-409,106,64.39-148.64,64.39,148.64,106.51
410,Cairo,Crimson Bar & Grill 14,Nile Corniche,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/crimson-bar-&-grill-14-410,94,83.97-396.74,83.97,396.74,240.36
411,Cairo,Naguib Mahfouz Cafe 14,Downtown Cairo,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/naguib-mahfouz-cafe-14-411,48,78.94-233.48,78.94,233.48,156.21
412,Cairo,El Tabbala 14,Garden City,"French,European,Fine Dining",https://talabat.com/eg/cairo/el-tabbala-14-412,21,51.73-181.11,51.73,181.11,116.42
413,Cairo,Osmanly 14,6th of October,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/osmanly-14-413,61,106.21-247.49,106.21,247.49,176.85
414,Cairo,Sabaya 14,Nile Corniche,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/sabaya-14-414,36,58.19-286.87,58.19,286.87,172.53
415,Cairo,Le Deck 14,Zamalek,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/le-deck-14-415,29,129.5-625.47,129.5,625.47,377.49
416,Cairo,Birdcage 14,Pyramids Area,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/birdcage-14-416,69,106.11-477.84,106.11,477.84,291.97
417,Cairo,Crimson 14,Downtown Cairo,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/crimson-14-417,92,121.49-488.77,121.49,488.77,305.13
418,Cairo,Pier 88 14,Zamalek,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/pier-88-14-418,85,104.93-289.97,104.93,289.97,197.45
419,Cairo,The Blue Restaurant 14,Dokki,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/the-blue-restaurant-14-419,98,49.27-228.4,49.27,228.4,138.84
420,Cairo,Nile Maxim 14,Giza,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/nile-maxim-14-420,67,82.62-334.7,82.62,334.7,208.66
421,Cairo,Abou Tarek 15,Garden City,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/abou-tarek-15-421,60,75.78-371.72,75.78,371.72,223.75
422,Cairo,Koshary Abou Tarek 15,Mohandessin,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/koshary-abou-tarek-15-422,106,51.26-86.87,51.26,86.87,69.06
423,Cairo,Sequoia 15,Mohandessin,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/sequoia-15-423,88,45.43-129.61,45.43,129.61,87.52
424,Cairo,Zooba 15,Zamalek,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/zooba-15-424,21,143.44-222.07,143.44,222.07,182.75
425,Cairo,Fasahat Somaya 15,6th of October,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/fasahat-somaya-15-425,59,89.36-153.91,89.36,153.91,121.63
426,Cairo,El Prince 15,6th of October,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/el-prince-15-426,54,100.93-470.07,100.93,470.07,285.5
427,Cairo,Maison Thomas 15,Downtown Cairo,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/maison-thomas-15-427,117,128.1-362.48,128.1,362.48,245.29
428,Cairo,Taboula 15,Downtown Cairo,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/taboula-15-428,94,88.11-393.05,88.11,393.05,240.58
429,Cairo,Cairo Kitchen 15,Giza,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/cairo-kitchen-15-429,44,144.23-422.58,144.23,422.58,283.4
430,Cairo,Kazouza 15,Zamalek,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/kazouza-15-430,70,100.0-387.1,100.0,387.1,243.55
431,Cairo,Andrea El Mariouteya 15,Garden City,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/andrea-el-mariouteya-15-431,82,130.23-278.43,130.23,278.43,204.33
432,Cairo,Sea Gull 15,Downtown Cairo,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/sea-gull-15-432,64,131.29-535.59,131.29,535.59,333.44
433,Cairo,Samakmak 15,Nasr City,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/samakmak-15-433,44,50.24-86.65,50.24,86.65,68.45
434,Cairo,Fish Market 15,Dokki,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/fish-market-15-434,23,113.83-306.07,113.83,306.07,209.95
435,Cairo,Gad 15,Garden City,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/gad-15-435,47,31.79-135.41,31.79,135.41,83.6
436,Cairo,Felfela 15,Nasr City,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/felfela-15-436,105,34.69-142.19,34.69,142.19,88.44
437,Cairo,Tikka Grill 15,Downtown Cairo,"Seafood,Mediterranean",https://talabat.com/eg/cairo/tikka-grill-15-437,65,114.92-387.48,114.92,387.48,251.2
438,Cairo,El Shabrawy 15,6th of October,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/el-shabrawy-15-438,115,120.14-243.44,120.14,243.44,181.79
439,Cairo,Mori Sushi 15,Giza,"French,European,Fine Dining",https://talabat.com/eg/cairo/mori-sushi-15-439,100,31.53-146.8,31.53,146.8,89.17
440,Cairo,Crimson Bar & Grill 15,Zamalek,"Seafood,Mediterranean",https://talabat.com/eg/cairo/crimson-bar-&-grill-15-440,79,36.18-174.58,36.18,174.58,105.38
441,Cairo,Naguib Mahfouz Cafe 15,Nasr City,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/naguib-mahfouz-cafe-15-441,74,79.89-245.5,79.89,245.5,162.69
442,Cairo,El Tabbala 15,6th of October,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/el-tabbala-15-442,22,45.18-164.28,45.18,164.28,104.73
443,Cairo,Osmanly 15,Downtown Cairo,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/osmanly-15-443,90,33.39-60.23,33.39,60.23,46.81
444,Cairo,Sabaya 15,Zamalek,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/sabaya-15-444,26,74.62-301.04,74.62,301.04,187.83
445,Cairo,Le Deck 15,New Cairo,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/le-deck-15-445,27,59.14-184.09,59.14,184.09,121.62
446,Cairo,Birdcage 15,Nile Corniche,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/birdcage-15-446,109,47.62-120.06,47.62,120.06,83.84
447,Cairo,Crimson 15,Zamalek,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/crimson-15-447,100,61.5-129.35,61.5,129.35,95.42
448,Cairo,Pier 88 15,Garden City,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/pier-88-15-448,60,74.16-250.02,74.16,250.02,162.09
449,Cairo,The Blue Restaurant 15,Zamalek,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/the-blue-restaurant-15-449,100,138.49-297.29,138.49,297.29,217.89
450,Cairo,Nile Maxim 15,Downtown Cairo,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/nile-maxim-15-450,26,93.6-183.26,93.6,183.26,138.43
451,Cairo,Abou Tarek 16,Nasr City,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/abou-tarek-16-451,66,89.25-276.64,89.25,276.64,182.94
452,Cairo,Koshary Abou Tarek 16,Downtown Cairo,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/koshary-abou-tarek-16-452,68,63.19-197.86,63.19,197.86,130.53
453,Cairo,Sequoia 16,Giza,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/sequoia-16-453,55,40.29-106.61,40.29,106.61,73.45
454,Cairo,Zooba 16,Garden City,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/zooba-16-454,42,122.98-375.32,122.98,375.32,249.15
455,Cairo,Fasahat Somaya 16,Nasr City,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/fasahat-somaya-16-455,104,56.37-153.49,56.37,153.49,104.93
456,Cairo,El Prince 16,6th of October,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/el-prince-16-456,86,49.55-112.59,49.55,112.59,81.07
457,Cairo,Maison Thomas 16,Heliopolis,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/maison-thomas-16-457,70,56.74-244.51,56.74,244.51,150.62
458,Cairo,Taboula 16,Garden City,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/taboula-16-458,106,61.93-176.13,61.93,176.13,119.03
459,Cairo,Cairo Kitchen 16,New Cairo,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/cairo-kitchen-16-459,79,34.9-95.19,34.9,95.19,65.05
460,Cairo,Kazouza 16,Khan El Khalili,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/kazouza-16-460,101,39.47-62.58,39.47,62.58,51.02
461,Cairo,Andrea El Mariouteya 16,Maadi,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/andrea-el-mariouteya-16-461,85,117.09-313.47,117.09,313.47,215.28
462,Cairo,Sea Gull 16,Maadi,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/sea-gull-16-462,53,103.31-463.22,103.31,463.22,283.26
463,Cairo,Samakmak 16,Downtown Cairo,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/samakmak-16-463,99,77.91-226.18,77.91,226.18,152.05
464,Alexandria,Abou Tarek 1,San Stefano,"American,Burgers,Fast Food",https://talabat.com/eg/alexandria/abou-tarek-1-464,101,145.98-408.82,145.98,408.82,277.4
465,Alexandria,Koshary Abou Tarek 1,Smouha,"Greek,Mediterranean,Seafood",https://talabat.com/eg/alexandria/koshary-abou-tarek-1-465,45,68.32-120.34,68.32,120.34,94.33
466,Alexandria,Sequoia 1,Montaza,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/alexandria/sequoia-1-466,117,145.76-617.93,145.76,617.93,381.84
467,Alexandria,Zooba 1,Miami,"Thai,Asian,Vegetarian",https://talabat.com/eg/alexandria/zooba-1-467,17,110.67-552.58,110.67,552.58,331.62
468,Alexandria,Fasahat Somaya 1,Sidi Gaber,"Seafood,Mediterranean",https://talabat.com/eg/alexandria/fasahat-somaya-1-468,110,63.55-311.49,63.55,311.49,187.52
469,Alexandria,El Prince 1,Anfoushi,"Mexican,Latin,Tacos",https://talabat.com/eg/alexandria/el-prince-1-469,106,108.72-468.93,108.72,468.93,288.82
470,Alexandria,Maison Thomas 1,Miami,"Italian,Pizza,Pasta",https://talabat.com/eg/alexandria/maison-thomas-1-470,72,127.76-332.4,127.76,332.4,230.08
471,Alexandria,Taboula 1,Montaza,"Indian,Asian,Vegetarian",https://talabat.com/eg/alexandria/taboula-1-471,102,71.18-238.77,71.18,238.77,154.98
472,Alexandria,Cairo Kitchen 1,Bahary,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/alexandria/cairo-kitchen-1-472,44,108.78-226.2,108.78,226.2,167.49
473,Alexandria,Kazouza 1,Mandara,"Thai,Asian,Vegetarian",https://talabat.com/eg/alexandria/kazouza-1-473,26,76.25-209.81,76.25,209.81,143.03
474,Alexandria,Andrea El Mariouteya 1,Montaza,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/alexandria/andrea-el-mariouteya-1-474,60,72.41-288.67,72.41,288.67,180.54
475,Alexandria,Sea Gull 1,Miami,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/alexandria/sea-gull-1-475,80,95.86-234.14,95.86,234.14,165.0
476,Alexandria,Samakmak 1,Raml Station,"Seafood,Mediterranean",https://talabat.com/eg/alexandria/samakmak-1-476,45,56.02-85.23,56.02,85.23,70.62
477,Alexandria,Fish Market 1,Smouha,"French,European,Fine Dining",https://talabat.com/eg/alexandria/fish-market-1-477,67,31.16-70.76,31.16,70.76,50.96
478,Alexandria,Gad 1,Mandara,"Mexican,Latin,Tacos",https://talabat.com/eg/alexandria/gad-1-478,113,33.06-75.02,33.06,75.02,54.04
479,Alexandria,Felfela 1,Anfoushi,"Japanese,Sushi,Asian",https://talabat.com/eg/alexandria/felfela-1-479,29,118.55-485.38,118.55,485.38,301.96
480,Alexandria,Tikka Grill 1,Bahary,"Indian,Asian,Vegetarian",https://talabat.com/eg/alexandria/tikka-grill-1-480,61,121.35-510.18,121.35,510.18,315.76
481,Alexandria,El Shabrawy 1,Anfoushi,"Thai,Asian,Vegetarian",https://talabat.com/eg/alexandria/el-shabrawy-1-481,46,34.68-171.85,34.68,171.85,103.27
